Season,Home Team,Away Team,Home Team Goals,Away Team Goals,Score,Winner,Loser
2009/10,St Etienne,Marseille,0,0,0,Draw,Draw
2009/10,Valenciennes,Lens,0,0,0,Draw,Draw
2009/10,Auxerre,Toulouse,1,1,2,Draw,Draw
2009/10,Lille,Le Mans,3,0,3,Lille,Le Mans
2009/10,Monaco,Lyon,1,1,2,Draw,Draw
2009/10,Lens,St Etienne,1,0,1,Lens,St Etienne
2009/10,Le Mans,Monaco,1,1,2,Draw,Draw
2009/10,Lorient,Valenciennes,3,2,5,Lorient,Valenciennes
2009/10,Lyon,Montpellier,1,2,3,Montpellier,Lyon
2009/10,Marseille,Auxerre,0,2,2,Auxerre,Marseille
2009/10,Nancy,Lille,0,4,4,Lille,Nancy
2009/10,Nice,Boulogne,2,2,4,Draw,Draw
2009/10,Paris SG,Grenoble,4,0,4,Paris SG,Grenoble
2009/10,Sochaux,Rennes,2,0,2,Sochaux,Rennes
2009/10,Toulouse,Bordeaux,1,2,3,Bordeaux,Toulouse
2009/10,Boulogne,Sochaux,0,0,0,Draw,Draw
2009/10,Monaco,Montpellier,4,0,4,Monaco,Montpellier
2009/10,Auxerre,Boulogne,0,0,0,Draw,Draw
2009/10,Grenoble,St Etienne,1,2,3,St Etienne,Grenoble
2009/10,Le Mans,Lorient,0,3,3,Lorient,Le Mans
2009/10,Lille,Paris SG,3,1,4,Lille,Paris SG
2009/10,Monaco,Sochaux,2,0,2,Monaco,Sochaux
2009/10,Montpellier,Nice,1,0,1,Montpellier,Nice
2009/10,Nancy,Lyon,0,2,2,Lyon,Nancy
2009/10,Rennes,Lens,1,1,2,Draw,Draw
2009/10,Valenciennes,Toulouse,1,3,4,Toulouse,Valenciennes
2009/10,Bordeaux,Marseille,1,1,2,Draw,Draw
2009/10,St Etienne,Rennes,0,0,0,Draw,Draw
2009/10,Boulogne,Valenciennes,0,2,2,Valenciennes,Boulogne
2009/10,Grenoble,Bordeaux,1,3,4,Bordeaux,Grenoble
2009/10,Lens,Montpellier,0,1,1,Montpellier,Lens
2009/10,Lorient,Lyon,1,3,4,Lyon,Lorient
2009/10,Marseille,Le Mans,2,1,3,Marseille,Le Mans
2009/10,Nice,Auxerre,0,1,1,Auxerre,Nice
2009/10,Paris SG,Monaco,0,1,1,Monaco,Paris SG
2009/10,Sochaux,Lille,2,1,3,Sochaux,Lille
2009/10,Toulouse,Nancy,0,0,0,Draw,Draw
2009/10,Bordeaux,Boulogne,0,0,0,Draw,Draw
2009/10,Le Mans,Toulouse,1,3,4,Toulouse,Le Mans
2009/10,Lille,Lens,1,0,1,Lille,Lens
2009/10,Monaco,Nice,3,2,5,Monaco,Nice
2009/10,Montpellier,Marseille,2,0,2,Montpellier,Marseille
2009/10,Nancy,Lorient,1,0,1,Nancy,Lorient
2009/10,Rennes,Grenoble,4,0,4,Rennes,Grenoble
2009/10,Auxerre,St Etienne,1,0,1,Auxerre,St Etienne
2009/10,Lyon,Paris SG,2,1,3,Lyon,Paris SG
2009/10,Valenciennes,Sochaux,1,1,2,Draw,Draw
2009/10,Boulogne,Montpellier,0,2,2,Montpellier,Boulogne
2009/10,Grenoble,Auxerre,5,0,5,Grenoble,Auxerre
2009/10,Lens,Le Mans,2,1,3,Lens,Le Mans
2009/10,Nice,Lille,1,1,2,Draw,Draw
2009/10,Paris SG,Lorient,0,3,3,Lorient,Paris SG
2009/10,Rennes,Bordeaux,4,2,6,Rennes,Bordeaux
2009/10,Sochaux,Nancy,1,1,2,Draw,Draw
2009/10,Marseille,Valenciennes,5,1,6,Marseille,Valenciennes
2009/10,St Etienne,Monaco,3,0,3,St Etienne,Monaco
2009/10,Toulouse,Lyon,0,0,0,Draw,Draw
2009/10,Le Mans,Sochaux,0,0,0,Draw,Draw
2009/10,Lille,Boulogne,3,1,4,Lille,Boulogne
2009/10,Lyon,Lens,1,0,1,Lyon,Lens
2009/10,Monaco,Marseille,1,2,3,Marseille,Monaco
2009/10,Montpellier,Grenoble,1,0,1,Montpellier,Grenoble
2009/10,Nancy,Paris SG,0,0,0,Draw,Draw
2009/10,Valenciennes,Nice,2,1,3,Valenciennes,Nice
2009/10,Auxerre,Rennes,1,0,1,Auxerre,Rennes
2009/10,Bordeaux,St Etienne,3,1,4,Bordeaux,St Etienne
2009/10,Lorient,Toulouse,1,1,2,Draw,Draw
2009/10,Boulogne,Le Mans,1,3,4,Le Mans,Boulogne
2009/10,Grenoble,Valenciennes,0,1,1,Valenciennes,Grenoble
2009/10,Lens,Monaco,3,0,3,Lens,Monaco
2009/10,Nice,Lorient,1,0,1,Nice,Lorient
2009/10,Paris SG,Toulouse,1,0,1,Paris SG,Toulouse
2009/10,St Etienne,Montpellier,1,0,1,St Etienne,Montpellier
2009/10,Marseille,Nancy,3,1,4,Marseille,Nancy
2009/10,Rennes,Lille,1,2,3,Lille,Rennes
2009/10,Sochaux,Lyon,0,4,4,Lyon,Sochaux
2009/10,Lorient,Sochaux,1,0,1,Lorient,Sochaux
2009/10,Lyon,Nice,2,0,2,Lyon,Nice
2009/10,Monaco,Boulogne,1,0,1,Monaco,Boulogne
2009/10,Montpellier,Rennes,3,1,4,Montpellier,Rennes
2009/10,Nancy,Grenoble,0,2,2,Grenoble,Nancy
2009/10,Toulouse,Lens,1,0,1,Toulouse,Lens
2009/10,Valenciennes,St Etienne,1,0,1,Valenciennes,St Etienne
2009/10,Lille,Auxerre,1,2,3,Auxerre,Lille
2009/10,Paris SG,Marseille,0,3,3,Marseille,Paris SG
2009/10,Auxerre,Valenciennes,1,0,1,Auxerre,Valenciennes
2009/10,Boulogne,Lyon,0,0,0,Draw,Draw
2009/10,Lens,Paris SG,1,1,2,Draw,Draw
2009/10,Nice,Nancy,2,3,5,Nancy,Nice
2009/10,Rennes,Monaco,1,0,1,Rennes,Monaco
2009/10,Sochaux,Toulouse,1,0,1,Sochaux,Toulouse
2009/10,St Etienne,Lille,1,1,2,Draw,Draw
2009/10,Bordeaux,Montpellier,1,1,2,Draw,Draw
2009/10,Grenoble,Le Mans,1,1,2,Draw,Draw
2009/10,Marseille,Lorient,1,1,2,Draw,Draw
2009/10,Bordeaux,Auxerre,1,2,3,Auxerre,Bordeaux
2009/10,Le Mans,Nice,0,1,1,Nice,Le Mans
2009/10,Lorient,Lens,1,0,1,Lorient,Lens
2009/10,Lyon,St Etienne,1,1,2,Draw,Draw
2009/10,Monaco,Bordeaux,0,0,0,Draw,Draw
2009/10,Montpellier,Auxerre,1,1,2,Draw,Draw
2009/10,Nancy,Boulogne,1,3,4,Boulogne,Nancy
2009/10,Paris SG,Sochaux,4,1,5,Paris SG,Sochaux
2009/10,Lille,Grenoble,1,0,1,Lille,Grenoble
2009/10,Toulouse,Marseille,1,1,2,Draw,Draw
2009/10,Valenciennes,Rennes,0,2,2,Rennes,Valenciennes
2009/10,Auxerre,Le Mans,2,1,3,Auxerre,Le Mans
2009/10,Boulogne,Lorient,2,0,2,Boulogne,Lorient
2009/10,Grenoble,Monaco,0,0,0,Draw,Draw
2009/10,Lens,Sochaux,0,0,0,Draw,Draw
2009/10,Nice,Paris SG,1,0,1,Nice,Paris SG
2009/10,Rennes,Toulouse,4,1,5,Rennes,Toulouse
2009/10,St Etienne,Nancy,0,0,0,Draw,Draw
2009/10,Bordeaux,Lille,3,1,4,Bordeaux,Lille
2009/10,Marseille,Lyon,2,1,3,Marseille,Lyon
2009/10,Montpellier,Valenciennes,2,1,3,Montpellier,Valenciennes
2009/10,Lyon,Grenoble,2,0,2,Lyon,Grenoble
2009/10,Le Mans,Rennes,1,3,4,Rennes,Le Mans
2009/10,Lille,Montpellier,4,1,5,Lille,Montpellier
2009/10,Lorient,St Etienne,4,0,4,Lorient,St Etienne
2009/10,Nancy,Lens,5,1,6,Nancy,Lens
2009/10,Paris SG,Boulogne,3,0,3,Paris SG,Boulogne
2009/10,Toulouse,Nice,0,2,2,Nice,Toulouse
2009/10,Monaco,Auxerre,0,0,0,Draw,Draw
2009/10,Bordeaux,Nancy,1,2,3,Nancy,Bordeaux
2009/10,Grenoble,Lorient,1,2,3,Lorient,Grenoble
2009/10,Montpellier,Monaco,0,0,0,Draw,Draw
2009/10,Nice,Sochaux,0,0,0,Draw,Draw
2009/10,Rennes,Lyon,1,2,3,Lyon,Rennes
2009/10,St Etienne,Le Mans,2,0,2,St Etienne,Le Mans
2009/10,Valenciennes,Lille,1,0,1,Valenciennes,Lille
2009/10,Auxerre,Paris SG,1,1,2,Draw,Draw
2009/10,Boulogne,Toulouse,1,1,2,Draw,Draw
2009/10,Marseille,Lens,1,0,1,Marseille,Lens
2009/10,Marseille,Sochaux,3,0,3,Marseille,Sochaux
2009/10,Le Mans,Montpellier,2,2,4,Draw,Draw
2009/10,Lens,Boulogne,3,0,3,Lens,Boulogne
2009/10,Lorient,Rennes,1,1,2,Draw,Draw
2009/10,Monaco,Valenciennes,2,1,3,Monaco,Valenciennes
2009/10,Paris SG,Bordeaux,3,1,4,Paris SG,Bordeaux
2009/10,Sochaux,St Etienne,0,2,2,St Etienne,Sochaux
2009/10,Toulouse,Grenoble,4,0,4,Toulouse,Grenoble
2009/10,Lyon,Lille,1,1,2,Draw,Draw
2009/10,Marseille,Nice,4,1,5,Marseille,Nice
2009/10,Nancy,Auxerre,0,1,1,Auxerre,Nancy
2009/10,Le Mans,Bordeaux,2,1,3,Le Mans,Bordeaux
2009/10,Sochaux,Marseille,0,1,1,Marseille,Sochaux
2009/10,Auxerre,Lorient,4,1,5,Auxerre,Lorient
2009/10,Bordeaux,Lyon,2,2,4,Draw,Draw
2009/10,Boulogne,Marseille,1,2,3,Marseille,Boulogne
2009/10,Grenoble,Sochaux,2,2,4,Draw,Draw
2009/10,Nice,Lens,0,0,0,Draw,Draw
2009/10,Rennes,Nancy,0,0,0,Draw,Draw
2009/10,Valenciennes,Le Mans,0,1,1,Le Mans,Valenciennes
2009/10,Lille,Monaco,4,0,4,Lille,Monaco
2009/10,Montpellier,Toulouse,1,1,2,Draw,Draw
2009/10,St Etienne,Paris SG,0,0,0,Draw,Draw
2009/10,Le Mans,Lille,1,2,3,Lille,Le Mans
2009/10,Lorient,Bordeaux,1,0,1,Lorient,Bordeaux
2009/10,Nancy,Montpellier,0,0,0,Draw,Draw
2009/10,Nice,Grenoble,2,1,3,Nice,Grenoble
2009/10,Paris SG,Rennes,1,1,2,Draw,Draw
2009/10,Sochaux,Boulogne,0,3,3,Boulogne,Sochaux
2009/10,Lens,Valenciennes,1,1,2,Draw,Draw
2009/10,Marseille,St Etienne,1,0,1,Marseille,St Etienne
2009/10,Toulouse,Auxerre,0,3,3,Auxerre,Toulouse
2009/10,Grenoble,Paris SG,4,0,4,Grenoble,Paris SG
2009/10,Monaco,Le Mans,1,1,2,Draw,Draw
2009/10,Valenciennes,Bordeaux,2,0,2,Valenciennes,Bordeaux
2009/10,Auxerre,Marseille,0,0,0,Draw,Draw
2009/10,Bordeaux,Toulouse,1,0,1,Bordeaux,Toulouse
2009/10,Boulogne,Nice,3,3,6,Draw,Draw
2009/10,Lille,Nancy,3,1,4,Lille,Nancy
2009/10,Montpellier,Lyon,0,1,1,Lyon,Montpellier
2009/10,Rennes,Sochaux,1,2,3,Sochaux,Rennes
2009/10,St Etienne,Lens,1,4,5,Lens,St Etienne
2009/10,Valenciennes,Lorient,0,0,0,Draw,Draw
2009/10,Boulogne,St Etienne,0,1,1,St Etienne,Boulogne
2009/10,Lens,Grenoble,1,1,2,Draw,Draw
2009/10,Lorient,Monaco,2,2,4,Draw,Draw
2009/10,Lyon,Auxerre,2,1,3,Lyon,Auxerre
2009/10,Marseille,Rennes,3,1,4,Marseille,Rennes
2009/10,Nancy,Le Mans,3,2,5,Nancy,Le Mans
2009/10,Nice,Bordeaux,1,1,2,Draw,Draw
2009/10,Paris SG,Valenciennes,2,2,4,Draw,Draw
2009/10,Sochaux,Montpellier,0,1,1,Montpellier,Sochaux
2009/10,Toulouse,Lille,0,2,2,Lille,Toulouse
2009/10,Auxerre,Lens,0,0,0,Draw,Draw
2009/10,Bordeaux,Sochaux,2,0,2,Bordeaux,Sochaux
2009/10,Grenoble,Boulogne,2,0,2,Grenoble,Boulogne
2009/10,Le Mans,Paris SG,1,0,1,Le Mans,Paris SG
2009/10,Lille,Marseille,3,2,5,Lille,Marseille
2009/10,Monaco,Nancy,2,1,3,Monaco,Nancy
2009/10,Montpellier,Lorient,2,1,3,Montpellier,Lorient
2009/10,Rennes,Nice,2,2,4,Draw,Draw
2009/10,St Etienne,Toulouse,0,1,1,Toulouse,St Etienne
2009/10,Valenciennes,Lyon,2,2,4,Draw,Draw
2009/10,Lyon,Monaco,3,0,3,Lyon,Monaco
2009/10,Boulogne,Rennes,1,0,1,Boulogne,Rennes
2009/10,Lens,Bordeaux,4,3,7,Lens,Bordeaux
2009/10,Lorient,Lille,2,1,3,Lorient,Lille
2009/10,Lyon,Le Mans,2,0,2,Lyon,Le Mans
2009/10,Marseille,Grenoble,2,0,2,Marseille,Grenoble
2009/10,Nancy,Valenciennes,1,1,2,Draw,Draw
2009/10,Nice,St Etienne,1,1,2,Draw,Draw
2009/10,Paris SG,Montpellier,1,3,4,Montpellier,Paris SG
2009/10,Sochaux,Auxerre,1,2,3,Auxerre,Sochaux
2009/10,Toulouse,Monaco,0,0,0,Draw,Draw
2010/11,Auxerre,Lorient,2,2,4,Draw,Draw
2010/11,Lens,Nancy,1,2,3,Nancy,Lens
2010/11,Lyon,Monaco,0,0,0,Draw,Draw
2010/11,Marseille,Caen,1,2,3,Caen,Marseille
2010/11,Nice,Valenciennes,0,0,0,Draw,Draw
2010/11,Paris SG,St Etienne,3,1,4,Paris SG,St Etienne
2010/11,Rennes,Lille,1,1,2,Draw,Draw
2010/11,Sochaux,Arles,2,1,3,Sochaux,Arles
2010/11,Toulouse,Brest,2,0,2,Toulouse,Brest
2010/11,Montpellier,Bordeaux,1,0,1,Montpellier,Bordeaux
2010/11,Arles,Lens,0,1,1,Lens,Arles
2010/11,Bordeaux,Toulouse,1,2,3,Toulouse,Bordeaux
2010/11,Brest,Auxerre,1,1,2,Draw,Draw
2010/11,Caen,Lyon,3,2,5,Caen,Lyon
2010/11,Lille,Paris SG,0,0,0,Draw,Draw
2010/11,Lorient,Nice,1,2,3,Nice,Lorient
2010/11,Nancy,Rennes,0,3,3,Rennes,Nancy
2010/11,St Etienne,Sochaux,3,2,5,St Etienne,Sochaux
2010/11,Valenciennes,Marseille,3,2,5,Valenciennes,Marseille
2010/11,Monaco,Montpellier,0,0,0,Draw,Draw
2010/11,Auxerre,Valenciennes,1,1,2,Draw,Draw
2010/11,Lens,Monaco,2,2,4,Draw,Draw
2010/11,Lyon,Brest,1,0,1,Lyon,Brest
2010/11,Marseille,Lorient,2,0,2,Marseille,Lorient
2010/11,Nice,Nancy,1,1,2,Draw,Draw
2010/11,Rennes,St Etienne,0,0,0,Draw,Draw
2010/11,Toulouse,Arles,2,1,3,Toulouse,Arles
2010/11,Montpellier,Caen,0,0,0,Draw,Draw
2010/11,Paris SG,Bordeaux,1,2,3,Bordeaux,Paris SG
2010/11,Sochaux,Lille,0,0,0,Draw,Draw
2010/11,Arles,Rennes,0,1,1,Rennes,Arles
2010/11,Caen,Brest,0,2,2,Brest,Caen
2010/11,Lorient,Lyon,2,0,2,Lorient,Lyon
2010/11,Nancy,Toulouse,0,2,2,Toulouse,Nancy
2010/11,St Etienne,Lens,3,1,4,St Etienne,Lens
2010/11,Valenciennes,Montpellier,0,1,1,Montpellier,Valenciennes
2010/11,Bordeaux,Marseille,1,1,2,Draw,Draw
2010/11,Lille,Nice,1,1,2,Draw,Draw
2010/11,Monaco,Auxerre,2,0,2,Monaco,Auxerre
2010/11,Sochaux,Paris SG,3,1,4,Sochaux,Paris SG
2010/11,Auxerre,Caen,1,1,2,Draw,Draw
2010/11,Lens,Lille,1,4,5,Lille,Lens
2010/11,Lyon,Valenciennes,1,1,2,Draw,Draw
2010/11,Montpellier,Nancy,1,2,3,Nancy,Montpellier
2010/11,Paris SG,Arles,4,0,4,Paris SG,Arles
2010/11,Rennes,Sochaux,2,1,3,Rennes,Sochaux
2010/11,Toulouse,St Etienne,0,1,1,St Etienne,Toulouse
2010/11,Brest,Lorient,0,0,0,Draw,Draw
2010/11,Marseille,Monaco,2,2,4,Draw,Draw
2010/11,Nice,Bordeaux,2,1,3,Nice,Bordeaux
2010/11,Arles,Marseille,0,3,3,Marseille,Arles
2010/11,Lorient,Caen,0,1,1,Caen,Lorient
2010/11,Monaco,Toulouse,0,0,0,Draw,Draw
2010/11,Nancy,Brest,0,2,2,Brest,Nancy
2010/11,Sochaux,Nice,4,0,4,Sochaux,Nice
2010/11,St Etienne,Montpellier,3,0,3,St Etienne,Montpellier
2010/11,Valenciennes,Lens,1,1,2,Draw,Draw
2010/11,Bordeaux,Lyon,2,0,2,Bordeaux,Lyon
2010/11,Lille,Auxerre,1,0,1,Lille,Auxerre
2010/11,Paris SG,Rennes,0,0,0,Draw,Draw
2010/11,Auxerre,Nancy,2,2,4,Draw,Draw
2010/11,Caen,Bordeaux,0,0,0,Draw,Draw
2010/11,Lorient,Monaco,2,1,3,Lorient,Monaco
2010/11,Lyon,St Etienne,0,1,1,St Etienne,Lyon
2010/11,Marseille,Sochaux,2,1,3,Marseille,Sochaux
2010/11,Montpellier,Arles,3,1,4,Montpellier,Arles
2010/11,Nice,Rennes,1,2,3,Rennes,Nice
2010/11,Brest,Valenciennes,1,0,1,Brest,Valenciennes
2010/11,Lens,Paris SG,0,2,2,Paris SG,Lens
2010/11,Toulouse,Lille,1,1,2,Draw,Draw
2010/11,Arles,Auxerre,0,4,4,Auxerre,Arles
2010/11,Bordeaux,Lorient,1,0,1,Bordeaux,Lorient
2010/11,Monaco,Brest,0,1,1,Brest,Monaco
2010/11,Nancy,Lyon,2,3,5,Lyon,Nancy
2010/11,Sochaux,Lens,3,0,3,Sochaux,Lens
2010/11,St Etienne,Marseille,1,1,2,Draw,Draw
2010/11,Valenciennes,Caen,2,1,3,Valenciennes,Caen
2010/11,Lille,Montpellier,3,1,4,Lille,Montpellier
2010/11,Paris SG,Nice,0,0,0,Draw,Draw
2010/11,Rennes,Toulouse,3,1,4,Rennes,Toulouse
2010/11,Auxerre,Bordeaux,0,1,1,Bordeaux,Auxerre
2010/11,Brest,Arles,0,0,0,Draw,Draw
2010/11,Caen,Monaco,0,0,0,Draw,Draw
2010/11,Marseille,Nancy,1,0,1,Marseille,Nancy
2010/11,Montpellier,Sochaux,2,0,2,Montpellier,Sochaux
2010/11,Toulouse,Paris SG,0,2,2,Paris SG,Toulouse
2010/11,Lens,Rennes,0,0,0,Draw,Draw
2010/11,Lorient,Valenciennes,2,1,3,Lorient,Valenciennes
2010/11,Lyon,Lille,3,1,4,Lyon,Lille
2010/11,Nice,St Etienne,2,1,3,Nice,St Etienne
2010/11,Bordeaux,Brest,0,2,2,Brest,Bordeaux
2010/11,Lens,Nice,1,0,1,Lens,Nice
2010/11,Monaco,Valenciennes,0,2,2,Valenciennes,Monaco
2010/11,Nancy,Lorient,1,0,1,Nancy,Lorient
2010/11,Rennes,Montpellier,0,1,1,Montpellier,Rennes
2010/11,Sochaux,Toulouse,1,3,4,Toulouse,Sochaux
2010/11,St Etienne,Caen,1,1,2,Draw,Draw
2010/11,Arles,Lyon,1,1,2,Draw,Draw
2010/11,Lille,Marseille,1,3,4,Marseille,Lille
2010/11,Paris SG,Auxerre,2,3,5,Auxerre,Paris SG
2010/11,Auxerre,Nice,2,0,2,Auxerre,Nice
2010/11,Brest,St Etienne,2,0,2,Brest,St Etienne
2010/11,Caen,Nancy,2,3,5,Nancy,Caen
2010/11,Lorient,Arles,2,0,2,Lorient,Arles
2010/11,Lyon,Sochaux,2,1,3,Lyon,Sochaux
2010/11,Toulouse,Lens,1,1,2,Draw,Draw
2010/11,Montpellier,Paris SG,1,1,2,Draw,Draw
2010/11,Valenciennes,Lille,1,1,2,Draw,Draw
2010/11,Monaco,Bordeaux,2,2,4,Draw,Draw
2010/11,Arles,Caen,3,2,5,Arles,Caen
2010/11,Bordeaux,Valenciennes,1,1,2,Draw,Draw
2010/11,Rennes,Lyon,1,1,2,Draw,Draw
2010/11,Sochaux,Auxerre,1,1,2,Draw,Draw
2010/11,St Etienne,Lorient,1,2,3,Lorient,St Etienne
2010/11,Lens,Montpellier,2,0,2,Lens,Montpellier
2010/11,Lille,Brest,3,1,4,Lille,Brest
2010/11,Nancy,Monaco,0,4,4,Monaco,Nancy
2010/11,Nice,Toulouse,2,0,2,Nice,Toulouse
2010/11,Paris SG,Marseille,2,1,3,Paris SG,Marseille
2010/11,Bordeaux,Nancy,2,1,3,Bordeaux,Nancy
2010/11,Brest,Sochaux,1,1,2,Draw,Draw
2010/11,Caen,Lille,2,5,7,Lille,Caen
2010/11,Marseille,Lens,1,1,2,Draw,Draw
2010/11,Monaco,Arles,0,0,0,Draw,Draw
2010/11,Montpellier,Toulouse,1,0,1,Montpellier,Toulouse
2010/11,Auxerre,Rennes,2,1,3,Auxerre,Rennes
2010/11,Lorient,Paris SG,1,1,2,Draw,Draw
2010/11,Lyon,Nice,1,0,1,Lyon,Nice
2010/11,Nancy,Valenciennes,2,0,2,Nancy,Valenciennes
2010/11,Nice,Montpellier,0,1,1,Montpellier,Nice
2010/11,Paris SG,Caen,2,1,3,Paris SG,Caen
2010/11,Rennes,Brest,2,1,3,Rennes,Brest
2010/11,Sochaux,Lorient,2,0,2,Sochaux,Lorient
2010/11,St Etienne,Auxerre,1,1,2,Draw,Draw
2010/11,Toulouse,Marseille,0,1,1,Marseille,Toulouse
2010/11,Arles,Bordeaux,2,4,6,Bordeaux,Arles
2010/11,Lens,Lyon,1,3,4,Lyon,Lens
2010/11,Lille,Monaco,2,1,3,Lille,Monaco
2010/11,Bordeaux,Lille,1,1,2,Draw,Draw
2010/11,Lorient,Rennes,2,0,2,Lorient,Rennes
2010/11,Marseille,Montpellier,4,0,4,Marseille,Montpellier
2010/11,Monaco,Nice,1,1,2,Draw,Draw
2010/11,Nancy,St Etienne,1,1,2,Draw,Draw
2010/11,Valenciennes,Arles,3,0,3,Valenciennes,Arles
2010/11,Auxerre,Toulouse,1,2,3,Toulouse,Auxerre
2010/11,Caen,Sochaux,0,3,3,Sochaux,Caen
2010/11,Lyon,Paris SG,2,2,4,Draw,Draw
2010/11,Brest,Lens,4,1,5,Brest,Lens
2010/11,Marseille,Rennes,0,0,0,Draw,Draw
2010/11,Valenciennes,St Etienne,1,1,2,Draw,Draw
2010/11,Arles,Nancy,1,1,2,Draw,Draw
2010/11,Lens,Auxerre,1,1,2,Draw,Draw
2010/11,Lille,Lorient,6,3,9,Lille,Lorient
2010/11,Montpellier,Lyon,1,2,3,Lyon,Montpellier
2010/11,Rennes,Monaco,1,0,1,Rennes,Monaco
2010/11,Sochaux,Valenciennes,2,1,3,Sochaux,Valenciennes
2010/11,Toulouse,Caen,1,0,1,Toulouse,Caen
2010/11,Nice,Marseille,1,0,1,Nice,Marseille
2010/11,Paris SG,Brest,3,1,4,Paris SG,Brest
2010/11,St Etienne,Bordeaux,2,2,4,Draw,Draw
2010/11,Arles,Lille,0,1,1,Lille,Arles
2010/11,Auxerre,Marseille,1,1,2,Draw,Draw
2010/11,Brest,Montpellier,0,0,0,Draw,Draw
2010/11,Caen,Nice,0,0,0,Draw,Draw
2010/11,Lorient,Lens,3,0,3,Lorient,Lens
2010/11,Nancy,Sochaux,1,0,1,Nancy,Sochaux
2010/11,Valenciennes,Paris SG,1,2,3,Paris SG,Valenciennes
2010/11,Bordeaux,Rennes,0,0,0,Draw,Draw
2010/11,Lyon,Toulouse,2,0,2,Lyon,Toulouse
2010/11,Monaco,St Etienne,0,2,2,St Etienne,Monaco
2010/11,Montpellier,Auxerre,1,1,2,Draw,Draw
2010/11,Nice,Brest,1,1,2,Draw,Draw
2010/11,Paris SG,Monaco,2,2,4,Draw,Draw
2010/11,Rennes,Valenciennes,1,0,1,Rennes,Valenciennes
2010/11,St Etienne,Arles,2,0,2,St Etienne,Arles
2010/11,Toulouse,Lorient,3,0,3,Toulouse,Lorient
2010/11,Marseille,Lyon,1,1,2,Draw,Draw
2010/11,Sochaux,Bordeaux,1,1,2,Draw,Draw
2010/11,Lorient,Montpellier,0,0,0,Draw,Draw
2010/11,Arles,Nice,0,0,0,Draw,Draw
2010/11,Bordeaux,Lens,2,2,4,Draw,Draw
2010/11,Brest,Marseille,0,0,0,Draw,Draw
2010/11,Caen,Rennes,1,0,1,Caen,Rennes
2010/11,Lille,St Etienne,1,1,2,Draw,Draw
2010/11,Lyon,Auxerre,1,1,2,Draw,Draw
2010/11,Monaco,Sochaux,2,1,3,Monaco,Sochaux
2010/11,Nancy,Paris SG,2,0,2,Nancy,Paris SG
2010/11,Valenciennes,Toulouse,2,1,3,Valenciennes,Toulouse
2010/11,Auxerre,Monaco,1,1,2,Draw,Draw
2010/11,Brest,Caen,1,3,4,Caen,Brest
2010/11,Lens,St Etienne,2,1,3,Lens,St Etienne
2010/11,Lyon,Lorient,3,0,3,Lyon,Lorient
2010/11,Montpellier,Valenciennes,2,1,3,Montpellier,Valenciennes
2010/11,Nice,Lille,0,2,2,Lille,Nice
2010/11,Paris SG,Sochaux,2,1,3,Paris SG,Sochaux
2010/11,Rennes,Arles,4,0,4,Rennes,Arles
2010/11,Toulouse,Nancy,1,0,1,Toulouse,Nancy
2010/11,Marseille,Bordeaux,2,1,3,Marseille,Bordeaux
2010/11,Lille,Nancy,3,0,3,Lille,Nancy
2010/11,Lens,Caen,2,0,2,Lens,Caen
2010/11,Arles,Paris SG,1,2,3,Paris SG,Arles
2010/11,Caen,Auxerre,2,0,2,Caen,Auxerre
2010/11,Lille,Lens,1,0,1,Lille,Lens
2010/11,Lorient,Brest,2,0,2,Lorient,Brest
2010/11,Sochaux,Rennes,5,1,6,Sochaux,Rennes
2010/11,St Etienne,Toulouse,2,1,3,St Etienne,Toulouse
2010/11,Valenciennes,Lyon,2,1,3,Valenciennes,Lyon
2010/11,Bordeaux,Nice,2,0,2,Bordeaux,Nice
2010/11,Monaco,Marseille,0,0,0,Draw,Draw
2010/11,Nancy,Montpellier,1,2,3,Montpellier,Nancy
2010/11,Brest,Nancy,2,1,3,Brest,Nancy
2010/11,Caen,Lorient,0,2,2,Lorient,Caen
2010/11,Lens,Valenciennes,1,1,2,Draw,Draw
2010/11,Marseille,Arles,1,0,1,Marseille,Arles
2010/11,Montpellier,St Etienne,1,2,3,St Etienne,Montpellier
2010/11,Nice,Sochaux,1,0,1,Nice,Sochaux
2010/11,Rennes,Paris SG,1,0,1,Rennes,Paris SG
2010/11,Auxerre,Lille,1,1,2,Draw,Draw
2010/11,Lyon,Bordeaux,0,0,0,Draw,Draw
2010/11,Toulouse,Monaco,2,0,2,Toulouse,Monaco
2010/11,Arles,Montpellier,0,0,0,Draw,Draw
2010/11,Bordeaux,Caen,1,2,3,Caen,Bordeaux
2010/11,Monaco,Lorient,3,1,4,Monaco,Lorient
2010/11,Nancy,Auxerre,3,1,4,Nancy,Auxerre
2010/11,Paris SG,Lens,0,0,0,Draw,Draw
2010/11,Sochaux,Marseille,1,2,3,Marseille,Sochaux
2010/11,St Etienne,Lyon,1,4,5,Lyon,St Etienne
2010/11,Lille,Toulouse,2,0,2,Lille,Toulouse
2010/11,Rennes,Nice,2,0,2,Rennes,Nice
2010/11,Valenciennes,Brest,3,0,3,Valenciennes,Brest
2010/11,Lyon,Nancy,4,0,4,Lyon,Nancy
2010/11,Auxerre,Arles,1,1,2,Draw,Draw
2010/11,Brest,Monaco,2,0,2,Brest,Monaco
2010/11,Caen,Valenciennes,2,2,4,Draw,Draw
2010/11,Lens,Sochaux,2,3,5,Sochaux,Lens
